pct_origin_ge3,pct_origin_ge5,pct_origin_ge7,pct_dest_ge3,pct_dest_ge5,pct_dest_ge7
99.92901539379406,99.65483832845959,99.19222797954436,99.65293811714568,99.34687394414628,99.18970304122313
